Group,CAP,ROI,TemplateValue
All Subjects,CAP-6,Right_Dentate,-0.07833680510520935
All Subjects,CAP-7,Right_Dentate,0.08541560173034668
All Subjects,CAP-1,Left_Interposed,-0.085983045399189
All Subjects,CAP-2,Left_Interposed,0.03348267823457718
All Subjects,CAP-3,Left_Interposed,0.02252962440252304
All Subjects,CAP-4,Left_Interposed,0.030865056440234184
All Subjects,CAP-5,Left_Interposed,-0.015517243184149265
All Subjects,CAP-6,Left_Interposed,-0.01979752629995346
All Subjects,CAP-7,Left_Interposed,0.017789404839277267
All Subjects,CAP-1,Right_Interposed,-0.06997168064117432
All Subjects,CAP-2,Right_Interposed,0.035454899072647095
All Subjects,CAP-3,Right_Interposed,0.016546472907066345
All Subjects,CAP-4,Right_Interposed,0.04250718653202057
All Subjects,CAP-5,Right_Interposed,-0.029822738841176033
All Subjects,CAP-6,Right_Interposed,-0.020780405029654503
All Subjects,CAP-7,Right_Interposed,0.012483088299632072
